"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"5522353",-118.282779891,34.013933569,2012,"1942","0","3","4","03",0,1,"A",,,,,,2100,1,"E","I","A","FIGUEROA ST","39TH ST",26,"S","N","2013-06-29",1942,"2012-01-11",1830,"36659","0359","5","7","0","0","C","0","3TL57","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522352",-118.335152318,34.0255748572,2012,"1942","0","2","4","09",0,1,"A",,,,,,1500,1,"D","C","A","CRENSHAW","JEFFERSON",0,,"Y","2013-06-22",1942,"2012-01-10",1205,"38444","0334","5","7","0","0","C","0","3TL5","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","F","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522351",-118.364682333,34.0215349362,2012,"1942","0","2","3","09",0,3,"A","Y",,,,,900,1,"D","C","F","RODEO RD","RIDGELEY DR",0,,"Y","2013-06-26",1942,"2012-01-31",810,"38444","0321","5","7","0","0","C","0","3TL3","-","N",,0,0,,,0,,,,"Y",3,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A","07",0,1,2,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522349",-118.355970195,34.0007529842,2012,"1942","0","5","3","03",0,1,"A",,,,,,1200,1,"E","I","A","STOCKER ST","DON LORENZO DR",260,"W","N","2013-06-22",1942,"2012-01-13",955,"36256","0391","5","7","0","0","C","0","12TL41","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522348",-118.311543658,33.7220528744,2012,"1942","0","6","4","03",0,2,"A",,,,,,1200,1,"C","C","A","25TH ST","WHITES POINT DR",35,"W","N","2013-06-27",1942,"2012-01-07",1005,"37146","0583","5","7","0","0","E","0","5TL21","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522347",-118.30654556,34.034858088,2012,"1942","0","7","2","11",0,1,"A","Y",,,,,1800,1,"G","B","D","HARVARD ST","25TH ST",271,"N","N","2013-06-26",1942,"2012-01-22",1545,"39970","0316","5","7","0","0","C","0","18T39","-","N",,0,0,,,0,,,,"Y",5,"A","-",21954,"A","N","A","H","-","A","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522345",-118.279928885,33.7387348195,2012,"1942","0","1","4","-",0,1,"A","Y",,,,,2100,1,"G","B","B","6TH ST","HARBOR BL",1,"E","N","2013-07-26",1942,"2012-01-09",1800,"25609","564","5","7","0","0",,"0","HARR","-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"F","A","H","-","C","A","0","Y","-","-",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522344",-118.299552186,33.8315149407,2012,"1942","0","5","4","09",0,1,"A",,,,,,1200,1,"D","C","A","NORMANDIE AV","CARSON ST",0,,"Y","2013-06-27",1942,"2012-01-13",1015,"37146","0506","5","7","0","0","E","0","5TL21","-","N",,0,0,,,0,,,,"Y",3,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522343",-118.308992225,34.0326848743,2012,"1942","0","2","4","12",0,2,"A",,,,,,2100,1,"D","C","A","WESTERN AV","ADAMS BL",0,,"Y","2013-06-26",1942,"2012-01-24",1900,"36738","0315","5","7","0","0","C","0","18T39","-","N",,0,0,,,0,,,,"Y",3,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522341",-118.269752115,33.790804858,2012,"1942","0","7","2","12",0,1,"A",,,"Y",,,2400,1,"B","C","A","NEPTUNE AV","PACIFIC COAST HWY",0,,"Y","2013-09-17",1942,"2012-01-29",2230,"39397","0532","5","7","0","0","E","0","5T21","-","Y","LA",7,1,"-","-",10.901,"I","5","N","Y",2,"A","-",21453,"A","F","A","H","-","C","A","0","Y","-","99",1,0,0,0,0,0,0,0,1,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522339",0,0,2012,"1942","0","3","3","05",0,1,"A",,"Y",,,,1800,1,"D","G","A","MARTIN LUTHER KING BL","FLOWER ST",85,"E","N","2013-06-26",1942,"2012-01-04",1545,"37731","0359","5","7","0","0","C","0","5T25","-","N",,0,0,,,0,,,,"N",2,"A","-",21202,"A","N","A","H","-","A","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522337",-118.323592196,34.0044401624,2012,"1942","0","2","4","10",0,1,"A","Y",,,,,1800,1,"G","B","B","6TH AV","43RD PL",9,"S","N","2013-06-22",1942,"2012-01-17",1605,"36752","0394","5","7","0","0","C","0","3T57","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522335",-118.308932333,34.0210548726,2012,"1942","0","6","3","09",0,2,"A",,,,,,2400,1,"D","C","A","WESTERN AV","37TH ST",0,,"Y","2013-07-26",1942,"2012-01-21",2300,"38817","0356","5","7","0","0","C","0","12T41","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","D","A","0","Y","A","07",0,1,1,0,0,0,0,0,0,"-","SO","LOS ANGELES","LOS ANGELES","CA",0,0
"5522333",-118.276712202,34.0319248958,2012,"1942","0","2","4","10",0,1,"A","Y",,,,,900,1,"B","B","B","ESTRELLA AV","23RD ST",0,,"Y","2013-06-22",1942,"2012-01-24",745,"32576","319","5","7","0","0",,"0","5TL21","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522332",-118.341260009,34.0144715932,2012,"1942","0","1","4","03",0,4,"A",,,,,,1800,1,"C","C","A","MARTIN LUTHER KING JR BL","BUCKINGHAM RD",200,"E","N","2013-06-28",1942,"2012-01-30",1520,"39317","0363","5","7","0","0","C","0","3TL3","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,4,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522331",-118.323612248,34.0000348936,2012,"1942","0","4","4","09",0,1,"A",,,,,,1800,1,"D","C","A","48TH ST","6TH AV",0,,"Y","2013-06-26",1942,"2012-01-12",1600,"36659","0392","5","7","0","0","C","0","3T57","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522329",-118.318304442,34.0036918001,2012,"1942","0","3","4","09",0,2,"A",,,,,,1800,1,"D","C","A","VERNON AV","ARLINGTON AV",25,"W","N","2013-07-09",1942,"2012-01-04",1555,"36738","0392","5","7","0","0","C","0","3TL57","-","N",,0,0,,,0,,,,"Y",3,"A","-",21801,"A","F","A","H","-","A","D","0","Y","-","99",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522327",-118.294624994,33.731524522,2012,"1942","0","1","4","11",0,1,"C","Y",,,,,900,1,"G","B","D","W 14TH ST","S CABRILLO AV",10,"W","N","2013-06-26",1942,"2012-01-23",735,"37204","0563","5","7","0","0","E","0","18T23","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","B","H","-","A","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522325",-118.318235359,34.0044074244,2012,"1942","0","5","4","07",0,1,"A",,,"Y",,,2100,1,"D","C","A","ARLINGTON AV","VERNON AV",260,"N","N","2013-06-29",1942,"2012-01-06",1835,"30801","0394","5","7","0","0","C","0","3TL57","-","N",,0,0,,,0,,,,"N",2,"A","-",21658,"A","N","A","H","-","C","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5522323",-118.299592196,33.8619848384,2012,"1942","0","2","4","12",0,3,"A",,,,,,1200,1,"D","C","A","NORMANDIE AV","186TH ST",0,,"Y","2013-06-26",1942,"2012-01-17",1140,"24543","0501","5","7","0","0","E","0","5MQ3","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","08",0,0,3,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5520275",-118.076382009,34.072393549,2012,"1959","1","1","3","07",0,2,"A",,,,"Y",,1200,1,"B","C","A","RT 10","RT 164",757,"W","N","2013-10-01",9535,"2012-01-09",1100,"19725",,"1","5","0","1",,"2","401","-","Y","LA",7,10,"-","-",26.69,"H","-","W","Y",4,"A","-",21658,"A","F","A","H","-","A","D","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","ROSEMEAD","LOS ANGELES","CA",0,0
"5519836",-118.003072206,34.1136849589,2012,"1934","0","2","4","12",0,1,"A",,,,,,1800,1,"D","C","A","MYRTLE AV","LONGDEN AV",0,,"Y","2013-06-22",1934,"2012-01-03",1745,"741","1934","5","1","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","IRWINDALE","LOS ANGELES","CA",0,0
"5519832",-117.933536863,34.1318048828,2012,"1934","0","2","2","00",0,1,"A","Y",,,,,600,1,"G","B","D","CAMINO DE LA CANTERA","IRWINDALE AV",38,"E","N","2013-06-22",1934,"2012-01-03",559,"741","1934","5","1","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"D","-",0,,"F","A","H","-","C","A","0","Y","-","-",1,0,0,0,1,0,0,0,0,"-","-","IRWINDALE","LOS ANGELES","CA",0,0
"5519828",-117.998141115,34.1120692092,2012,"1934","0","1","3","07",0,1,"A",,,,,,2100,1,"E","I","A","LIVE OAK AV","LONGDEN AV",12,"W","N","2013-06-22",1934,"2012-01-09",1931,"514","1934","5","1","0","0",,"0","0B3","-","N",,0,0,,,0,,,,"Y",1,"A","-",21658,"A","N","A","H","-","C","D","0","Y","-","-",0,1,0,0,0,0,0,0,0,"-","-","IRWINDALE","LOS ANGELES","CA",0,0
"5519820",-118.593982263,34.2354449331,2012,"1942","0","5","4","-",0,1,"A","Y",,,,,1800,1,"G","B","E","ETON AV","NORDHOFF ST",0,,"Y","2013-06-22",1942,"2012-01-27",1600,"39201","2106","5","7","0","0",,"0","DESK","-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"F","A","H","-","A","D","0","Y","-","99",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5519816",-118.604422334,34.2010149382,2012,"1942","0","2","4","09",0,2,"A",,,,,,1500,1,"D","D","A","VASSAR AV","SHERMAN WY",0,,"Y","2013-06-22",1942,"2012-01-31",1300,"37737","2146","5","7","0","0",,"0","19TL73","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5519812",-118.575432308,34.2201348844,2012,"1942","0","6","3","05",0,1,"A",,"Y",,,,1800,1,"D","G","A","ROSCOE BL","OSO AV",0,,"Y","2013-06-22",1942,"2012-01-21",1715,"39201","2118","5","7","0","0",,"0","10TL32","-","N",,0,0,,,0,,,,"N",2,"A","-",21650,,"N","A","H","-","C","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5519808",-118.562322361,34.2203248733,2012,"1942","0","2","3","12",0,2,"A",,,,,,1800,1,"D","C","A","CORBIN AV","ROSCOE BL",0,,"Y","2013-06-22",1942,"2012-01-31",1650,"38033","2129","5","7","0","0",,"0","19T72","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5519804",-118.579725993,34.1884670912,2012,"1942","0","2","3","12",0,1,"A",,"Y",,,,1800,1,"A","G","A","MASON AV","VICTORY BL",30,"N","N","2013-06-22",1942,"2012-01-31",1755,"37143","2157","5","7","0","0",,"0","19T73","-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5519800",-118.630515256,34.1524607717,2012,"1942","0","3","4","09",0,2,"A",,,,,,1800,1,"C","A","A","MULHOLLAND DR","VALMAR RD",60,"S","N","2013-06-22",1942,"2012-01-25",1555,"39479","2183","5","7","0","0",,"0","21TL66","-","N",,0,0,,,0,,,,"N",2,"A","-",21804,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5519796",-118.601872353,34.1828440615,2012,"1942","0","5","4","09",0,1,"A",,,,,,1800,1,"D","C","A","ERWIN ST","OWENSMOUTH AV",100,"W","N","2013-06-22",1942,"2012-01-20",1710,"39975","2156","5","7","0","0",,"0","9TL54","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5519795",-118.199469744,33.9274094876,2012,"1943","0","2","4","-",0,1,"B","Y",,,,,1200,1,"G","B","B","BULLIS RD","MARTIN LUTHER KING JR BL",250,"S","N","2013-09-11",1900,"2012-01-24",903,"502202","2112","5","5","0","0",,"0","DAY","-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"N","A","H","-","A","D","0","Y","A","08",0,0,1,0,1,0,0,0,0,"-","-","LYNWOOD","LOS ANGELES","CA",0,0
"5518907",0,0,2012,"1942","0","6","4","12",0,1,"A",,,,,,600,1,"D","C","A","PICO BL","LA LIVE WY",0,,"Y","2013-10-22",1942,"2012-01-14",340,"39097","NEWT","5","7","0","0",,"0","13A13","-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518875",0,0,2012,"1942","0","2","3","03",0,2,"A",,,,,,1800,1,"C","C","A","LOS ANGELES LIVE WY","PICO BL",40,"S","N","2013-06-19",1942,"2012-01-24",1515,"39889","0192","5","7","0","0","A","0","4TL6","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","08",0,1,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518871",0,0,2012,"1942","0","2","4","03",0,3,"A","Y",,,,,2400,1,"C","C","F","OLIVE ST","GEN THAD KOSCIUSZKO WY",186,"S","N","2013-06-19",1942,"2012-01-24",2225,"32912","0132","5","7","0","0","A","0","1A85","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,3,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518867",-118.272712267,34.0629549273,2012,"1942","0","3","4","12",0,1,"A",,,,,,2400,1,"A","C","A","3RD ST","ALVARADO ST",0,,"Y","2013-06-19",1942,"2012-01-25",2210,"31426","0236","5","7","0","0","B","0","11T21","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518863",-118.278742206,34.0511948746,2012,"1942","0","5","4","09",0,5,"A",,,,,,1200,1,"D","C","A","OLYMPIC BL","WESTLAKE AV",0,,"Y","2013-06-19",1942,"2012-01-20",900,"40204","0275","5","7","0","0","B","0",,"-","N",,0,0,,,0,,,,"N",3,"A","-",21802,"A","F","A","H","-","A","D","0","Y","-","-",0,0,5,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518859",-118.274713949,34.0639453951,2012,"1942","0","1","4","06",0,1,"B","Y",,,,,900,1,"D","B","B","3RD ST","GRAND VIEW",9,"E","N","2013-06-19",1942,"2012-01-23",625,"40008","0235","5","7","0","0","B","0","8TL15","C","N",,0,0,,,0,,,,"N",2,"A","-",21951,,"F","B","H","-","A","D","0","Y","-","99",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518855",-118.290124761,33.7435379334,2012,"1942","0","4","4","03",0,1,"A",,,,,,1200,1,"C","C","A","GRAND AV","1ST ST",85,"N","N","2013-06-19",1942,"2012-01-26",1050,"31324","0122","5","7","0","0","A","0","4TL43","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518853",-118.588452257,34.1925364941,2012,"1942","0","1","4","04",0,1,"A",,,,,,1800,1,"C","C","A","DE SOTO AV","KITTRIDGE ST",500,"N","N","2013-06-19",1942,"2012-01-30",1730,"32690","2157","5","7","0","0",,"0","10TL34","-","N",,0,0,,,0,,,,"N",2,"A","-",21703,,"N","A","H","-","B","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518852",0,0,2012,"1942","0","4","4","03",0,1,"A",,,,,,2100,1,"C","C","A","HYPERION AV","FOUNTAIN AV",10,"N","N","2013-06-20",1942,"2012-01-05",2050,"30083","1171","5","7","0","0","K","0","11T21","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518851",-118.237102203,34.05808496,2012,"1942","0","6","4","09",0,2,"A",,,,,,2400,1,"D","C","A","N ALAMEDA ST","E CESAR E CHAVEZ",0,,"Y","2013-06-19",1942,"2012-01-28",2100,"39359","0111","5","7","0","0","A","0","1TL11","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518849",-118.605432328,34.1792048572,2012,"1942","0","7","3","12",0,1,"A",,,,,,1200,1,"D","C","A","TOPANGA CANYON BL","OXNARD ST",0,,"Y","2013-06-20",1942,"2012-01-29",1145,"40398","2155","5","7","0","0",,"0","16T23","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","07",0,1,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518848",-118.274091845,34.1152987788,2012,"1942","0","5","3","07",0,1,"A",,"Y",,,,2100,1,"B","G","A","LOS FELIZ BL","ARBOLADA RD",290,"E","N","2013-06-20",1942,"2012-01-20",2020,"35021","1122","5","7","0","0","K","0","2T15W3","-","N",,0,0,,,0,,,,"N",2,"A","-",21658,"A","N","A","H","-","C","D","0","Y","A",,0,1,0,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518847",-117.907762267,34.11427496,2012,"1905","0","5","2","01",0,1,"A","Y",,,,"Y",2100,1,"G","B","D","GLADSTONE ST","AZUSA AV",0,,"N","2013-06-19",1905,"2012-01-20",1918,"1135","241","5","4","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",23153,"A","N","A","H","-","C","D","0","Y","A","07",1,0,0,0,1,0,0,0,0,"-","-","AZUSA","LOS ANGELES","CA",0,0
"5518845",-118.571026451,34.2007234097,2012,"1942","0","2","3","05",0,1,"A",,"Y",,,,1500,1,"A","G","A","WINNETKA AV","SHERMAN WY",150,"S","N","2013-06-20",1942,"2012-01-31",1320,"38321","2149","5","7","0","0",,"0","15TL42","-","N",,0,0,,,0,,,,"N",2,"A","-",21650,"1","N","A","H","-","A","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518844",-118.260042612,34.0855266386,2012,"1942","0","1","4","04",0,1,"C","Y",,,,,900,1,"C","C","B","GLENDALE BL","ALLESANDRO",3,"S","N","2013-06-20",1942,"2012-01-23",800,"38061","1172","5","7","0","0","K","0","1TL11","-","N",,0,0,,,0,,,,"N",4,"A","-",21703,,"N","B","H","-","A","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518840",-118.291136726,34.0955824561,2012,"1942","0","4","3","17",0,1,"A",,"Y",,,,2100,1,"B","G","A","FOUNTAIN AV","VERMONT AV",190,"E","N","2013-06-20",1942,"2012-01-26",1900,"30083","1163","5","7","0","0","K","0","11T21","-","N",,0,0,,,0,,,,"N",2,"A","-",22517,,"N","A","H","-","C","D","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518836",-118.214602307,34.1377549117,2012,"1942","0","4","4","10",0,1,"A","Y",,,,,2100,1,"G","B","B","EAGLE ROCK BL","MERTON AV",0,,"Y","2013-06-20",1942,"2012-01-26",1950,"39184","1115","5","7","0","0","K","0","4T43W3","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","A","07",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518832",-118.22195222,34.0854349242,2012,"1942","0","2","4","12",0,1,"A",,,,,,900,1,"D","-","A","AVENUE 28","HURON ST",0,,"-","2013-06-20",1942,"2012-01-24",855,"39640","1177","5","7","0","0","K","0","11A51","-","N",,0,0,,,0,,,,"N",3,"A","-",22450,"A","N","A","-","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518829",0,0,2012,"1906","0","6","4","09",0,2,"C",,,,,,1200,1,"C","C","A","DALEWOOD AV","EDISON POLE #4693483E",114,"S","N","2013-09-04",1906,"2012-01-21",1020,"2890","1906","5","5","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","B","H","-","A","-","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BALDWIN PARK","LOS ANGELES","CA",0,0
"5518828",-118.272260333,33.9933448502,2012,"1942","0","4","4","08",0,1,"A",,,,,,1200,1,"D","C","A","54TH ST","MAIN ST",520,"E","N","2013-06-20",1942,"2012-01-26",1030,"31324","1373","5","7","0","0","M","0","4TL43","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"F","A","H","-","A","D","0","Y","-","99",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518825",-117.949662137,34.087264957,2012,"1906","0","3","3","05",0,1,"A",,"Y",,,"Y",2100,1,"D","G","A","PUENTE AV","BADILLO ST",0,,"Y","2013-06-20",1906,"2012-01-25",2020,"1955","1906","5","5","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",21650,"1","M","A","H","-","C","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BALDWIN PARK","LOS ANGELES","CA",0,0
"5518824",-118.251392244,34.043934883,2012,"1942","0","3","4","12",0,1,"A",,,,,,2400,1,"D","C","A","MAIN ST","7TH ST",0,,"Y","2013-06-20",1942,"2012-01-25",2110,"31426","0174","5","7","0","0","A","0","11T21","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518821",-117.967115757,34.1008990676,2012,"1906","0","3","4","11",0,1,"A","Y",,,,"Y",2100,1,"G","B","D","LA RICA AV","ANADA AV",35,"S","N","2013-06-20",1906,"2012-01-25",1909,"2870",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","F","A","H","-","B","D","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","BALDWIN PARK","LOS ANGELES","CA",0,0
"5518820",-118.234201712,34.0433833688,2012,"1942","0","3","4","11",0,1,"A","Y",,,,,900,1,"G","B","D","MERRICK ST","4TH ST",105,"N","N","2013-06-20",1942,"2012-01-25",820,"37482","0139","5","7","0","0","A","0","1TL11","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","D","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518816",-118.157932916,34.064991479,2012,"1901","1","6","3","03",0,1,"A","Y",,,,"Y",300,1,"D","C","E","RT 10","RT 710",760,"E","N","2013-09-25",9535,"2012-01-28",216,"20336",,"3","5","0","1",,"2","421","-","Y","LA",7,10,"-","-",21.76,"H","-","W","Y",3,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","ALHAMBRA","LOS ANGELES","CA",-118.15942,34.06471
"5518815",-118.291492281,33.9896649418,2012,"1942","0","7","4","09",0,2,"A",,,,,,1500,1,"D","C","A","VERMONT AV","58TH ST",0,,"Y","2013-06-19",1942,"2012-01-08",1400,"36897","1215","5","7","0","0","L","0","13485","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"A","N","A","H","-","A","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
