"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"5496359",0,0,2012,"1985","0","5","4","04",0,1,"B",,"Y",,,,1800,1,"C","G","A","SIERRA HWY","FLYING TIGER DR",45,"S","N","2013-07-09",1900,"2012-01-20",1733,"489621","0634","5","6","0","0",,"0","63T1","-","N",,0,0,,,0,,,,"Y",2,"A","-",21703,,"M","A","H","-","B","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","SANTA CLARITA","LOS ANGELES","CA",0,0
"5496355",-118.547653464,34.4210996769,2012,"1985","0","2","4","03",0,1,"A",,,,,,2100,1,"C","C","A","CINEMA DR","VALENCIA BL",20,"E","N","2013-07-09",1900,"2012-01-10",1800,"506937","0622","5","6","0","0",,"0","62T1E","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SANTA CLARITA","LOS ANGELES","CA",0,0
"5496352",-118.456571337,34.4151112659,2012,"1985","0","5","4","03",0,1,"A",,,,,,1800,1,"C","C","A","SIERRA HWY","SOLEDAD CANYON RD",500,"S","N","2013-07-09",1900,"2012-01-20",1700,"515144","0634","5","6","0","0",,"0","61T1","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SANTA CLARITA","LOS ANGELES","CA",0,0
"5496349",-118.10305225,33.970314927,2012,"1954","0","5","3","-",0,3,"A",,,,,,1500,1,"D","C","A","SLAUSON AV","BEQUETTE AV",0,,"Y","2013-06-20",1900,"2012-01-20",1430,"89531","1518","5","5","0","0",,"0","151M2","-","N",,0,0,,,0,,,,"Y",2,"A","-",0,,"N","A","H","-","A","A","0","Y","A","01",0,1,2,0,0,0,0,0,0,"-","-","PICO RIVERA","LOS ANGELES","CA",0,0
"5496348",-118.531598377,34.4331638766,2012,"1985","0","5","4","04",0,2,"A",,,,,,2100,1,"C","C","A","BOUQUET CANYON RD","SECO CANYON RD",30,"W","N","2013-07-09",1900,"2012-01-20",2058,"238101","0642","5","6","0","0",,"0","64T2","-","N",,0,0,,,0,,,,"N",2,"A","-",21703,,"N","A","H","-","C","D","0","Y","A","08",0,0,2,0,0,0,0,0,0,"-","-","SANTA CLARITA","LOS ANGELES","CA",0,0
"5496345",-118.100996665,33.969680231,2012,"1954","0","2","4","-",0,1,"A","Y",,,,,900,1,"G","B","B","SLAUSON AV","SERAPIS AV",5,"E","N","2013-06-20",1900,"2012-01-17",713,"48685","1516","5","5","0","0",,"0","151T1","-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"M","A","H","-","A","A","0","Y","-","-",0,0,1,0,1,0,0,0,0,"-","-","PICO RIVERA","LOS ANGELES","CA",0,0
"5496344",-118.557638182,34.3759685353,2012,"1985","0","6","3","01",0,1,"C",,,,,"Y",300,1,"E","I","A","WILEY CANYON RD","LA GLORITA CIR",155,"S","N","2013-07-09",1900,"2012-01-21",205,"520682","0628","5","6","0","0",,"0","62T1","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","B","H","-","C","D","0","Y","A","07",0,1,0,0,0,0,0,0,0,"-","-","SANTA CLARITA","LOS ANGELES","CA",0,0
"5496343",-118.493507645,34.448641755,2012,"1985","0","4","4","01",0,3,"A",,,,,"Y",1800,1,"C","C","A","PLUM CANYON RD","RODGERS DR",26,"E","N","2013-07-09",1900,"2012-01-19",1705,"509580","0641","5","6","0","0",,"0","64T1","-","N",,0,0,,,0,,,,"N",2,"A","-",23152,"A","M","A","H","-","A","A","0","Y","A","08",0,0,3,0,0,0,0,0,0,"-","-","SANTA CLARITA","LOS ANGELES","CA",0,0
"5496336",-118.531316463,34.4332848074,2012,"1985","0","6","4","03",0,1,"B",,,,,,1200,1,"C","C","A","BOUQUET CANYON RD","SECO CANYON RD",66,"E","N","2013-07-09",1900,"2012-01-21",900,"135095","0643","5","6","0","0",,"0","64T1","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","B","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SANTA CLARITA","LOS ANGELES","CA",0,0
"5496322",-117.776839598,34.117302616,2012,"1938","0","5","4","00",0,2,"A",,,,,,1500,1,"A","C","A","FOOTHILL BL","WHEELER AV",0,,"Y","2013-10-15",1938,"2012-01-27",1234,"712","214","5","4","0","0",,"0","002","-","Y","LA",7,66,"-","-",0.793,"I","5","W","Y",2,"D","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","LA VERNE","LOS ANGELES","CA",0,0
"5496320",0,0,2012,"1942","0","5","4","04",0,1,"A",,,,,,1800,1,"C","C","A","WHITE OAK AV","ST RATHERN",10,"W","N","2013-06-08",1942,"2012-01-13",1745,"40527","1006","5","7","0","0","J","0","10X24","-","N",,0,0,,,0,,,,"N",3,"A","-",21703,,"N","A","H","-","D","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496319",-118.326532294,33.9164849228,2012,"1928","0","7","4","09",0,2,"B",,,,,,1500,1,"D","C","A","CRENSHAW BL","EL SEGUNDO BL",0,,"Y","2013-06-08",1928,"2012-01-15",1224,"376","529","5","5","0","0",,"0","0H2","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","HAWTHORNE","LOS ANGELES","CA",0,0
"5496316",-118.555600181,34.2083555371,2012,"1942","0","2","3","03",0,1,"A",,,,,,1200,1,"B","E","A","SATICOY ST","CALVIN AV",40,"E","N","2013-06-08",1942,"2012-01-17",1120,"39701","1011","5","7","0","0","J","0","17T13","-","N",,0,0,,,0,,,,"Y",5,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496311",-118.339742435,33.9300097223,2012,"1928","0","6","3","17",0,1,"A",,,,,,2100,1,"A","C","A","115TH ST","DOTY AV",70,"W","N","2013-06-07",1928,"2012-01-14",1841,"356","507","5","5","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",24250,,"N","A","H","-","C","D","0","Y","J","48",0,1,0,0,0,0,0,0,0,"-","-","HAWTHORNE","LOS ANGELES","CA",0,0
"5496308",-118.527350216,34.2117405506,2012,"1942","0","3","4","03",0,3,"A",,,,,,900,1,"C","C","A","LINDLEY AV","INGOMAR ST",100,"S","N","2013-06-08",1942,"2012-01-18",720,"30452","1015","5","7","0","0","J","0","9TL53","-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,3,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496307",-118.378652211,33.9065549341,2012,"1928","0","6","2","11",0,1,"-","Y",,,,"Y",300,1,"G","B","D","AVIATION BL","138TH ST",0,,"Y","2013-06-08",1928,"2012-01-14",55,"368","H4","5","5","0","0",,"0","510","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","C","D","0","Y","N","60",1,0,0,0,1,0,0,0,0,"-","-","HAWTHORNE","LOS ANGELES","CA",0,0
"5496304",-118.55353236,34.1938449506,2012,"1942","0","2","4","09",0,2,"A",,,,,,1800,1,"D","C","A","TAMPA AV","VANOWEN ST",0,,"Y","2013-06-08",1942,"2012-01-10",1510,"30452","1021","5","7","0","0","J","0","9TL53","-","N",,0,0,,,0,,,,"N",3,"A","-",21801,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496300",-118.536092059,34.2101947121,2012,"1942","0","3","4","09",0,1,"A",,"Y",,,,900,1,"H","G","A","KESWICK ST","RESEDA BL",6,"W","N","2013-06-08",1942,"2012-01-18",755,"30452","1003","5","7","0","0","J","0","9TL53","-","N",,0,0,,,0,,,,"N",2,"A","-",21804,,"N","A","H","-","A","D","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496296",-118.553492283,34.1726648769,2012,"1942","0","2","4","12",0,2,"A",,,,,,2100,1,"D","C","A","VENTURA BL","TAMPA AV",0,,"Y","2013-06-08",1942,"2012-01-17",2055,"38273","1061","5","7","0","0","J","0","10737","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496292",-118.469143987,34.1543018141,2012,"1942","0","1","3","09",0,1,"A",,,,,,1500,1,"D","C","A","VENTURA BL","SHERMAN OAK AV",50,"W","N","2013-06-08",1942,"2012-01-16",1205,"32690","1089","5","7","0","0","J","0","10TL34","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496288",-118.48366884,34.1866248569,2012,"1942","0","3","2","03",0,1,"A",,,,,,300,1,"E","I","A","VICTORY BL","WOODLEY AV",2,"W","N","2013-06-08",1942,"2012-01-11",55,"39493","1039","5","7","0","0","J","0","9T53","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496284",-118.52734231,34.2011949568,2012,"1942","0","4","2","09",0,3,"A","Y",,,,,900,1,"A","C","B","SHERMAN WY","LINDLEY AV",0,,"Y","2013-06-08",1942,"2012-01-19",850,"39600","1025","5","7","0","0","J","0","19TL73","-","N",,0,0,,,0,,,,"Y",5,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","08",1,1,1,0,2,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496244",-118.326532294,33.9164849228,2012,"1928","0","4","4","09",0,3,"A",,,,,,1500,1,"D","C","A","CRENSHAW BL","EL SEGUNDO BL",0,,"Y","2013-06-22",1928,"2012-01-05",1334,"272","529","5","5","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",3,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","01",0,0,3,0,0,0,0,0,0,"-","-","HAWTHORNE","LOS ANGELES","CA",0,0
"5496237",-118.370365305,34.1877819421,2012,"1942","0","1","4","22",0,1,"A","Y",,,,,1200,1,"G","B","F","VINELAND AV","VICTORY BL",400,"N","N","2013-06-08",1942,"2012-01-30",1150,"39975","1527","5","7","0","0","O","0","9TL54","-","N",,0,0,,,0,,,,"N",2,"B","-",0,,"F","A","H","-","A","D","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496227",-118.141732181,34.1813137449,2012,"1953","0","5","4","03",0,2,"A",,,,,,900,1,"C","C","A","LOS ROBLES AV","WOODBURY BL",15,"S","N","2013-06-07",1953,"2012-01-06",859,"4817","1953","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496223",-118.143514147,34.1578388489,2012,"1953","0","5","3","08",0,3,"A",,,,,,1500,1,"B","C","A","EAST ORANGE GROVE BL","NORTH LOS ROBLES AV",600,"W","N","2013-07-24",1953,"2012-01-06",1202,"5910","1953","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,1,2,0,0,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496219",-118.150589814,34.1554126325,2012,"1953","0","2","4","03",0,1,"A",,,,,,1800,1,"C","C","A","FAIR OAKS AV","ESTHER ST",30,"S","N","2013-06-07",1953,"2012-01-03",1515,"3448",,"5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496215",-118.168377774,34.1738755709,2012,"1953","0","2","3","18",0,1,"A","Y",,,,,1800,1,"G","B","E","ROSEMONT AV","WASHINGTON BL",400,"S","N","2013-06-07",1953,"2012-01-03",1713,"1119","1953","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"C","-",0,,"N","A","H","-","A","D","0","Y","-","-",0,1,0,0,1,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496211",-118.081622209,34.1462249086,2012,"1953","0","2","4","09",0,2,"A",,,,,,2100,1,"D","C","A","MADRE ST","COLORADO BL",0,,"Y","2013-06-07",1953,"2012-01-03",1841,"1495",,"5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496207",-118.110071941,34.1460214035,2012,"1953","0","1","3","11",0,1,"A","Y",,,,"Y",1800,1,"G","B","D","COLORADO BL","BERKELEY AV",100,"W","N","2013-06-07",1953,"2012-01-02",1554,"1495","1953","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","D","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496202",-118.10481371,33.917617689,2012,"1949","1","4","4","08",0,1,"A",,,,,,2400,1,"C","C","A","RT 605","IMPERIAL HWY",500,"N","N","2013-09-18",9550,"2012-01-26",2300,"20304",,"3","6","0","1",,"2","651","-","Y","LA",7,605,"-","R",7.97,"H","-","S","Y",3,"A","-",22107,,"F","A","H","-","C","D","1","Y","-","99",0,0,1,0,0,0,0,0,0,"-","-","NORWALK","LOS ANGELES","CA",-118.08317,33.92162
"5496201",-118.507712194,34.278084899,2012,"1942","0","2","4","21",0,1,"A",,,,,"Y",1200,1,"C","J","A","BALBOA BL","RINALDI ST",229,"S","N","2013-09-17",1942,"2012-01-31",1025,"33875","1729","5","7","0","0","Q","0","17TL13","-","Y","LA",7,118,"-","R",7.607,"R","4","W","Y",2,"A","-",22106,,"F","A","H","-","A","A","0","Y","-","99",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496197",0,0,2012,"1942","0","5","4","10",0,1,"A","Y",,,,,1800,1,"G","B","B","KINGSBURY ST","ZELZAH AV",10,"W","N","2013-06-08",1942,"2012-01-27",1750,"39192","1747","5","7","0","0","Q","0","17T17-","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","F","A","H","-","B","D","0","Y","-","99",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496195",-118.150782258,34.1808848867,2012,"1953","0","1","4","10",0,2,"A","Y",,"Y",,,1800,1,"G","B","B","FAIR OAKS AV","MONTANA ST",0,,"Y","2013-06-07",1953,"2012-01-09",1523,"9395",,"5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",3,"A","-",21950,"A","N","A","H","-","A","A","0","Y","C","06",0,0,2,0,2,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496191",-118.090452296,34.1499549862,2012,"1953","0","1","4","03",0,1,"A",,,,,,1800,1,"C","C","A","FOOTHILL BL","SUNNYSLOPE AV",0,,"Y","2013-06-07",1953,"2012-01-09",1630,"7306",,"5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496190",-118.092674546,33.948243217,2012,"1964","1","5","4","03",0,1,"A",,,,,,1500,1,"C","C","A","RT 605","TELEGRAPH RD",250,"S","N","2013-09-18",9550,"2012-01-27",1435,"20282",,"2","3","0","1",,"2","650","-","Y","LA",7,605,"-","R",10.132,"R","2","N","Y",2,"A","-",22350,,"F","A","H","-","A","D","1","Y","-","99",0,0,1,0,0,0,0,0,0,"-","-","SANTA FE SPRINGS","LOS ANGELES","CA",-118.09204,33.94864
"5496189",-118.536112353,34.2672649454,2012,"1942","0","3","3","03",0,2,"A","Y",,,,,900,1,"C","C","B","RESEDA BL","TRIBUNE ST",0,,"Y","2013-06-08",1942,"2012-01-25",755,"40747","1708","5","7","0","0","Q","0","17A23","-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"F","A","H","-","A","A","0","Y","-","99",0,1,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496183",-118.139755023,34.1453613337,2012,"1953","0","2","3","08",0,1,"A",,,"Y",,,1800,1,"D","C","A","OAKLAND AV","COLORADO BL",180,"S","N","2013-06-07",1953,"2012-01-10",1757,"0789","1953","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","C","D","0","Y","A","01",0,1,0,0,0,0,0,0,1,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496182",-117.970877684,33.9878087796,2012,"1900","5","2","3","07",0,1,"A",,"Y",,,,600,1,"B","G","A","HACIENDA BL","VALLE CONTENTO DR",104,"S","N","2013-06-08",9550,"2012-01-31",445,"020321",,"3","9","0","3",,"2","003","-","N",,0,0,,,0,,,,"N",2,"A","-",21658,"A","N","A","H","-","E","D","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",0,0
"5496179",-118.135362424,34.1276193901,2012,"1953","0","7","3","04",0,1,"A",,,,,,1800,1,"C","C","A","OAK KNOLL AV","HILLCREST AV",2,"S","N","2013-06-07",1953,"2012-01-01",1750,"0440","1953","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21703,,"N","A","H","-","C","A","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496169",-118.365062307,34.2202548822,2012,"1942","0","5","4","09",0,2,"A",,,,,,2400,1,"D","D","A","CLYBOURN AV","CROCKETT ST",0,,"Y","2013-06-08",1942,"2012-01-27",2245,"37768","1689","5","7","0","0","P","0","16A1","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","F","A","H","-","C","A","0","Y","-","99",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496167",-118.150442225,34.1405749547,2012,"1953","0","6","4","04",0,1,"A",,,"Y",,,1800,1,"C","C","A","FAIR OAKS AV","DEL MAR BL",0,,"Y","2013-06-07",1953,"2012-01-07",1756,"5245","1953","5","6","0","0",,"0","005","-","N",,0,0,,,0,,,,"Y",2,"A","-",21703,,"N","A","H","-","C","A","0","Y","C","03",0,0,1,0,0,0,0,0,1,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496165",0,0,2012,"1942","0","1","3","12",0,1,"A",,,,,,900,1,"D","C","A","CANTARA ST","TROOST AV",20,"S","N","2013-06-08",1942,"2012-01-30",810,"37431","1635","5","7","0","0","P","0","19A79","-","N",,0,0,,,0,,,,"Y",2,"A","-",22450,"A","F","A","H","-","A","D","0","Y","-","99",0,1,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496163",-118.147842316,34.1578149125,2012,"1953","0","7","3","08",0,1,"A",,"Y",,,,1500,1,"D","G","A","ORANGE GROVE BL","SUMMIT AV",0,,"Y","2013-06-07",1953,"2012-01-08",1415,"7306","2","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496162",-118.457923642,34.1524383863,2012,"1942","0","6","3","01",0,3,"A",,,,,"Y",300,1,"D","C","A","VENTURA BL","KESTER",155,"W","N","2013-06-08",1942,"2012-01-28",150,"38996","0971","5","7","0","0","I","0","16T25","G","N",,0,0,,,0,,,,"Y",6,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",0,2,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5496091",-118.154109677,34.1352266341,2012,"1953","0","5","3","11",0,1,"A","Y",,,,,1800,1,"G","B","D","PASADENA AV","CALIFORNIA BL",200,"S","N","2013-06-08",1953,"2012-01-06",1544,"4728",,"5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21955,,"N","A","H","-","A","D","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5496019",-118.337982289,34.1955449653,2012,"1912","0","4","3","03",0,2,"A",,,,,,1500,1,"C","C","A","BUENA VISTA ST","THORNTON AV",0,,"Y","2013-07-13",1912,"2012-01-12",1320,"8991","BURBA","5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","-","-",0,1,1,0,0,0,0,0,0,"-","-","BURBANK","LOS ANGELES","CA",-118.33793,34.19553
"5496011",-118.310022265,34.1796948923,2012,"1912","0","1","4","12",0,2,"A",,,,,,1200,1,"D","C","A","OLIVE AV","1ST ST",0,,"Y","2013-09-11",1912,"2012-01-16",1001,"13345","1912","5","6","0","0",,"0","00C","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","BURBANK","LOS ANGELES","CA",-118.30972,34.17972
"5496007",-118.300352275,34.1870849616,2012,"1912","0","1","4","09",0,1,"A",,,,,,1800,1,"D","C","A","KENNETH RD","ANGELENO AV",0,,"Y","2013-07-13",1912,"2012-01-16",1512,"9483",,"5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BURBANK","LOS ANGELES","CA",-118.30027,34.18694
"5495985",-118.55359106,34.2361605839,2012,"1942","0","1","4","03",0,2,"A",,,,,,600,1,"C","E","A","TAMPA AV","NORDHOFF ST",250,"N","N","2013-07-13",1942,"2012-01-02",300,"38273","1783","5","7","0","0","Q","0","10T37","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5495981",-118.476392279,34.228324897,2012,"1942","0","7","4","09",0,1,"A",,,,,,1800,1,"D","C","A","PARTHENIA ST","HASKELL AV",0,,"Y","2013-07-13",1942,"2012-01-01",1725,"39258","1798","5","7","0","0","Q","0","17TL12","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5495977",-118.474042367,34.2428248725,2012,"1942","0","1","3","09",0,3,"A",,,,,,2100,1,"D","C","A","PLUMMER ST","AQUEDUCT AV",0,,"Y","2013-07-13",1942,"2012-01-02",1815,"39479","1779","5","7","0","0","Q","0","21TL66","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","C","D","0","Y","A","07",0,1,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5495973",-118.619203344,34.2471947611,2012,"1942","0","3","3","01",0,2,"A",,,,,"Y",300,1,"E","J","A","BADEN AV","ITASCA ST",1000,"N","N","2013-07-13",1942,"2012-01-11",15,"38687","1761","5","7","0","0","Q","0","19T73","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","D","D","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5495969",-118.536432306,34.2759949474,2012,"1942","0","3","3","09",0,3,"A",,,,,,1200,1,"D","C","A","RINALDI ST","RESEDA BL",0,,"Y","2013-07-13",1942,"2012-01-11",1125,"35481","1713","5","7","0","0","Q","0","16TL25","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","01",0,3,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5495965",-118.5973423,34.2572348927,2012,"1942","0","3","4","12",0,2,"A",,,,,,600,1,"D","C","A","DEVONSHIRE ST","CANOGA AV",0,,"Y","2013-07-13",1942,"2012-01-11",520,"33829","1722","5","7","0","0","Q","0","15TL47","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5495961",-118.566676006,34.25725486,2012,"1942","0","1","2","03",0,1,"-",,,,,,2100,1,"E","I","A","DEVONSHIRE ST","OAKDALE AV",14,"E","N","2013-08-16",1942,"2012-01-09",1835,"35984","1725","5","7","0","0","Q","0","17X66","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","C","H","-","-","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5495958",-118.384889204,34.168934948,2012,"1942","3","4","4","07",0,1,"A",,,,,,1200,1,"C","C","A","RT 170","COLFAX AV",100,"S","N","2013-09-10",9580,"2012-01-26",1040,"17386",,"1","7","0","1",,"2","171","-","Y","LA",7,170,"-","R",15.89,"H","-","S","Y",2,"A","-",21658,"A","M","A","H","-","A","D","1","Y","-","99",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.38721,34.17102
"5495957",-118.502612376,34.2284949392,2012,"1942","0","5","2","12",0,4,"A",,,"Y",,,1500,1,"D","C","A","PARTHENIA ST","BALBOA BL",0,,"Y","2013-07-13",1942,"2012-01-06",1445,"32690","1788","5","7","0","0","Q","0","10TL34","-","N",,0,0,,,0,,,,"Y",3,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",1,1,2,0,0,0,0,0,1,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
